SEASON,TEAM_ID,TEAM_NAME,W,L,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,STL,BLK,PTS
2021-22,1610612739,Cleveland Cavaliers,44,38,39.7,84.6,0.469,11.6,32.8,0.355,16.8,22.1,0.76,44.2,25.2,7.1,4.2,107.8
2021-22,1610612742,Dallas Mavericks,52,30,39.3,85.1,0.461,13.1,37.4,0.35,16.4,21.2,0.771,43.0,23.4,6.7,4.0,108.0
2021-22,1610612743,Denver Nuggets,48,34,41.7,86.3,0.483,12.7,35.9,0.353,16.7,21.0,0.795,44.1,27.8,7.2,3.7,112.7
2021-22,1610612765,Detroit Pistons,23,59,38.2,88.6,0.431,11.3,34.6,0.326,17.2,22.0,0.782,43.0,23.5,7.7,4.8,104.8
2021-22,1610612744,Golden State Warriors,53,29,40.5,86.4,0.469,14.3,39.4,0.364,15.6,20.3,0.769,45.5,27.1,8.8,4.5,111.0
2021-22,1610612745,Houston Rockets,20,62,39.4,86.4,0.456,13.5,38.7,0.349,17.5,24.5,0.713,42.0,23.6,7.3,4.7,109.7
2021-22,1610612754,Indiana Pacers,25,57,41.4,89.5,0.463,12.2,35.4,0.344,16.4,21.4,0.768,43.9,25.4,7.1,5.6,111.5
2021-22,1610612746,LA Clippers,42,40,40.1,87.4,0.458,12.8,34.2,0.374,15.5,19.6,0.793,44.0,24.0,7.4,5.0,108.4
2021-22,1610612747,Los Angeles Lakers,33,49,41.6,88.8,0.469,12.0,34.5,0.347,16.8,23.0,0.732,44.0,24.0,7.6,5.2,112.1
2021-22,1610612763,Memphis Grizzlies,56,26,43.5,94.4,0.461,11.5,32.7,0.353,17.0,23.1,0.734,49.2,26.0,9.8,6.5,115.6
2021-22,1610612748,Miami Heat,53,29,39.6,84.8,0.467,13.6,35.8,0.379,17.3,21.4,0.808,43.7,25.5,7.4,3.2,110.0
2021-22,1610612749,Milwaukee Bucks,51,31,41.8,89.4,0.468,14.1,38.4,0.366,17.8,22.9,0.776,46.7,23.9,7.6,4.0,115.5
2021-22,1610612750,Minnesota Timberwolves,46,36,41.6,91.0,0.457,14.8,41.3,0.358,18.0,23.1,0.778,44.2,25.7,8.8,5.6,115.9
2021-22,1610612740,New Orleans Pelicans,36,46,40.2,88.0,0.457,10.6,32.1,0.332,18.3,23.2,0.789,45.2,25.0,8.3,4.0,109.3
2021-22,1610612752,New York Knicks,37,45,37.7,86.2,0.437,13.2,36.9,0.357,18.0,24.1,0.744,46.1,21.9,7.0,4.9,106.5
2021-22,1610612760,Oklahoma City Thunder,24,58,38.3,89.1,0.43,12.1,37.4,0.323,15.0,19.9,0.756,45.6,22.2,7.6,4.6,103.7
2021-22,1610612753,Orlando Magic,22,60,38.3,88.3,0.434,12.2,36.9,0.331,15.5,19.7,0.787,44.3,23.7,6.8,4.5,104.2
2021-22,1610612755,Philadelphia 76ers,51,31,39.4,84.5,0.466,11.6,31.8,0.364,19.6,23.8,0.821,42.3,23.7,7.7,5.3,109.9
2021-22,1610612756,Phoenix Suns,64,18,43.7,90.1,0.485,11.6,31.9,0.364,15.9,19.9,0.797,45.3,27.4,8.6,4.4,114.8
2021-22,1610612757,Portland Trail Blazers,27,55,38.5,87.1,0.442,12.7,36.8,0.346,16.4,21.6,0.76,42.9,22.9,8.0,4.5,106.2
2021-22,1610612758,Sacramento Kings,30,52,40.5,88.1,0.46,11.4,33.2,0.344,17.9,23.3,0.768,42.9,23.7,7.2,4.5,110.3
2021-22,1610612759,San Antonio Spurs,34,48,43.2,92.7,0.467,11.3,32.0,0.352,15.4,20.4,0.754,45.3,27.9,7.6,4.9,113.2
2021-22,1610612761,Toronto Raptors,48,34,40.6,91.3,0.445,11.9,34.2,0.349,16.2,21.3,0.759,45.3,22.1,9.0,4.6,109.4
2021-22,1610612762,Utah Jazz,49,33,40.6,86.2,0.471,14.5,40.3,0.36,17.9,23.4,0.767,46.3,22.4,7.2,4.9,113.6
2021-22,1610612764,Washington Wizards,35,47,40.6,86.0,0.472,10.5,30.6,0.342,17.0,21.7,0.783,43.1,25.0,6.4,5.0,108.6
2022-23,1610612737,Atlanta Hawks,41,41,44.6,92.4,0.483,10.8,30.5,0.352,18.5,22.6,0.818,44.4,25.0,7.1,4.9,118.4
2022-23,1610612738,Boston Celtics,57,25,42.2,88.8,0.475,16.0,42.6,0.377,17.5,21.6,0.812,45.3,26.7,6.4,5.2,117.9
2022-23,1610612751,Brooklyn Nets,45,37,41.5,85.1,0.487,12.8,33.8,0.378,17.7,22.1,0.8,40.5,25.5,7.1,6.2,113.4
2022-23,1610612766,Charlotte Hornets,27,55,41.3,90.4,0.457,10.7,32.5,0.33,17.6,23.6,0.749,44.5,25.1,7.7,5.2,111.0
2022-23,1610612741,Chicago Bulls,40,42,42.5,86.8,0.49,10.4,28.9,0.361,17.6,21.8,0.809,42.4,24.5,7.9,4.5,113.1
2022-23,1610612739,Cleveland Cavaliers,51,31,41.6,85.2,0.488,11.6,31.6,0.367,17.5,22.5,0.78,41.1,24.9,7.1,4.7,112.3
2022-23,1610612742,Dallas Mavericks,38,44,40.0,84.3,0.475,15.2,41.0,0.371,19.0,25.1,0.755,38.8,22.9,6.3,3.7,114.2
2022-23,1610612743,Denver Nuggets,53,29,43.6,86.4,0.504,11.8,31.2,0.379,16.8,22.4,0.751,43.0,28.9,7.5,4.5,115.8
2022-23,1610612765,Detroit Pistons,17,65,39.6,87.1,0.454,11.4,32.4,0.351,19.8,25.7,0.771,42.4,23.0,7.0,3.8,110.3
2022-23,1610612744,Golden State Warriors,44,38,43.1,90.2,0.479,16.6,43.2,0.385,16.0,20.2,0.794,44.6,29.8,7.2,4.0,118.9
2022-23,1610612745,Houston Rockets,22,60,40.6,88.9,0.457,10.4,31.9,0.327,19.1,25.3,0.754,46.3,22.4,7.3,4.6,110.7
2022-23,1610612754,Indiana Pacers,35,47,42.0,89.6,0.469,13.6,37.0,0.367,18.7,23.7,0.79,41.5,27.0,7.7,5.8,116.3
2022-23,1610612746,LA Clippers,44,38,41.1,86.1,0.477,12.7,33.3,0.381,18.7,23.9,0.781,43.2,23.9,7.1,4.4,113.6
2022-23,1610612747,Los Angeles Lakers,43,39,42.9,89.0,0.482,10.8,31.2,0.346,20.6,26.6,0.775,45.7,25.3,6.4,4.6,117.2
2022-23,1610612763,Memphis Grizzlies,51,31,43.7,92.1,0.475,12.0,34.2,0.351,17.5,23.8,0.733,46.6,26.0,8.3,5.8,116.9
2022-23,1610612748,Miami Heat,44,38,39.2,85.3,0.46,12.0,34.8,0.344,19.1,23.0,0.831,40.6,23.8,8.0,3.0,109.5
2022-23,1610612749,Milwaukee Bucks,58,24,42.7,90.4,0.473,14.8,40.3,0.368,16.6,22.4,0.743,48.6,25.8,6.4,4.9,116.9
2022-23,1610612750,Minnesota Timberwolves,42,40,42.9,87.4,0.49,12.2,33.3,0.365,17.9,23.7,0.755,41.9,26.2,8.0,5.4,115.8
2022-23,1610612740,New Orleans Pelicans,42,40,42.0,87.6,0.48,11.0,30.1,0.364,19.3,24.4,0.793,43.7,25.9,8.3,4.1,114.4
2022-23,1610612752,New York Knicks,47,35,42.0,89.4,0.47,12.6,35.7,0.354,19.4,25.5,0.761,46.6,22.9,6.4,4.1,116.0
2022-23,1610612760,Oklahoma City Thunder,40,42,43.1,92.6,0.465,12.1,34.1,0.356,19.2,23.7,0.809,43.7,24.4,8.2,4.2,117.5
2022-23,1610612753,Orlando Magic,34,48,40.5,86.3,0.47,10.8,31.1,0.346,19.6,25.0,0.784,43.2,23.2,7.4,4.7,111.4
2022-23,1610612755,Philadelphia 76ers,54,28,40.8,83.8,0.487,12.6,32.6,0.387,21.0,25.1,0.835,40.9,25.2,7.7,4.7,115.2
2022-23,1610612756,Phoenix Suns,45,37,42.1,90.1,0.467,12.2,32.6,0.374,17.2,21.7,0.793,44.2,27.3,7.1,5.3,113.6
2022-23,1610612757,Portland Trail Blazers,33,49,40.5,85.4,0.474,12.9,35.3,0.365,19.6,24.6,0.796,40.5,24.2,6.7,4.6,113.4
2022-23,1610612758,Sacramento Kings,48,34,43.6,88.2,0.494,13.8,37.3,0.369,19.8,25.1,0.79,42.5,27.3,7.0,3.4,120.7
2022-23,1610612759,San Antonio Spurs,22,60,43.1,92.6,0.465,11.1,32.2,0.345,15.8,21.2,0.743,43.7,27.2,7.0,3.9,113.0
2022-23,1610612761,Toronto Raptors,41,41,41.9,91.3,0.459,10.7,32.0,0.335,18.4,23.4,0.784,43.0,23.9,9.4,5.2,112.9
2022-23,1610612762,Utah Jazz,37,45,42.5,89.8,0.473,13.3,37.8,0.353,18.7,23.8,0.786,45.9,26.0,6.1,5.2,117.1
2022-23,1610612764,Washington Wizards,35,47,42.1,86.9,0.485,11.3,31.7,0.356,17.6,22.4,0.785,43.6,25.4,6.8,5.2,113.2
2023-24,1610612737,Atlanta Hawks,36,46,43.0,92.5,0.465,13.7,37.7,0.364,18.5,23.2,0.797,44.7,26.6,7.5,4.5,118.3
2023-24,1610612738,Boston Celtics,64,18,43.9,90.2,0.487,16.5,42.5,0.388,16.3,20.2,0.807,46.3,26.9,6.8,6.6,120.6
2023-24,1610612751,Brooklyn Nets,32,50,40.7,89.1,0.456,13.3,36.7,0.362,15.8,20.9,0.756,44.1,25.6,6.8,5.2,110.4
2023-24,1610612766,Charlotte Hornets,21,61,40.0,87.0,0.46,12.1,34.0,0.355,14.5,18.4,0.786,40.3,24.8,6.9,4.5,106.6
2023-24,1610612741,Chicago Bulls,39,43,42.0,89.5,0.47,11.5,32.1,0.358,16.7,21.1,0.791,43.8,25.0,7.8,4.8,112.3
2023-24,1610612739,Cleveland Cavaliers,48,34,41.8,87.2,0.479,13.5,36.8,0.367,15.6,20.4,0.765,43.3,28.0,7.4,4.6,112.6
2023-24,1610612742,Dallas Mavericks,50,32,43.1,89.7,0.481,14.6,39.5,0.369,17.0,22.5,0.758,42.9,25.7,6.9,5.0,117.9
2023-24,1610612743,Denver Nuggets,57,25,44.0,88.8,0.496,11.7,31.2,0.374,15.1,19.9,0.762,44.4,29.5,7.1,5.6,114.9
2023-24,1610612765,Detroit Pistons,14,68,40.9,88.2,0.463,11.0,31.7,0.348,17.0,21.7,0.785,43.3,25.5,6.5,4.7,109.9
2023-24,1610612744,Golden State Warriors,46,36,43.7,91.6,0.477,14.8,38.9,0.38,15.6,20.0,0.78,46.7,29.3,7.0,4.6,117.8
2023-24,1610612745,Houston Rockets,41,41,41.8,91.0,0.459,12.7,36.1,0.352,18.1,23.4,0.773,45.5,24.8,7.8,4.6,114.3
2023-24,1610612754,Indiana Pacers,47,35,47.0,92.7,0.507,13.2,35.3,0.374,16.1,20.5,0.782,41.5,30.8,7.7,5.9,123.3
2023-24,1610612746,LA Clippers,51,31,42.4,86.7,0.489,12.6,33.2,0.381,18.3,22.2,0.825,43.0,25.6,7.8,5.0,115.6
2023-24,1610612747,Los Angeles Lakers,47,35,43.7,87.5,0.499,11.8,31.4,0.377,18.9,24.2,0.782,43.1,28.5,7.4,5.5,118.0
2023-24,1610612763,Memphis Grizzlies,27,55,38.4,88.2,0.435,13.1,37.8,0.346,16.0,21.0,0.764,42.6,24.7,8.2,6.1,105.8
2023-24,1610612748,Miami Heat,46,36,39.8,85.6,0.465,12.5,33.7,0.37,18.0,22.0,0.818,42.3,25.8,7.5,3.4,110.1
2023-24,1610612749,Milwaukee Bucks,49,33,43.1,88.5,0.487,14.2,38.1,0.373,18.5,23.9,0.774,44.2,26.5,6.8,5.0,119.0
2023-24,1610612750,Minnesota Timberwolves,56,26,41.3,85.0,0.485,12.6,32.7,0.387,17.8,22.9,0.777,43.6,26.6,7.9,6.1,113.0
2023-24,1610612740,New Orleans Pelicans,49,33,42.5,87.4,0.486,12.5,32.6,0.383,17.6,22.8,0.771,44.0,27.0,8.3,4.6,115.1
2023-24,1610612752,New York Knicks,50,32,41.3,88.7,0.465,13.2,35.8,0.369,17.0,21.8,0.78,45.2,24.4,7.5,4.1,112.8
2023-24,1610612760,Oklahoma City Thunder,57,25,44.5,89.3,0.499,13.3,34.2,0.389,17.7,21.5,0.825,42.0,27.1,8.5,6.6,120.1
2023-24,1610612753,Orlando Magic,47,35,40.5,84.9,0.476,11.0,31.3,0.352,18.5,24.4,0.759,42.3,24.7,8.2,5.2,110.5
2023-24,1610612755,Philadelphia 76ers,47,35,41.5,89.4,0.464,12.1,33.3,0.363,19.5,23.6,0.826,43.0,24.9,8.5,6.0,114.6
2023-24,1610612756,Phoenix Suns,49,33,42.5,86.1,0.493,12.4,32.6,0.382,18.9,23.4,0.808,44.1,27.0,7.4,6.0,116.2
2023-24,1610612757,Portland Trail Blazers,21,61,39.4,89.7,0.439,11.5,33.2,0.345,16.2,20.5,0.791,42.7,23.1,7.6,4.3,106.4
2023-24,1610612758,Sacramento Kings,46,36,43.3,90.9,0.477,14.4,39.3,0.366,15.5,20.9,0.745,44.0,28.3,7.6,4.2,116.6
2023-24,1610612759,San Antonio Spurs,22,60,41.9,90.7,0.462,12.6,36.4,0.347,15.6,20.0,0.782,44.2,29.9,7.1,6.3,112.1
2023-24,1610612761,Toronto Raptors,25,57,42.3,89.7,0.471,11.5,33.1,0.347,16.3,21.6,0.756,42.7,28.5,7.7,4.7,112.4
2023-24,1610612762,Utah Jazz,31,51,42.0,89.9,0.467,12.9,36.5,0.354,18.8,22.6,0.83,45.5,27.2,6.5,5.6,115.7
2023-24,1610612764,Washington Wizards,15,67,43.0,91.4,0.47,12.4,35.5,0.348,15.4,20.2,0.764,41.1,27.9,7.6,5.1,113.7
2024-25,1610612737,Atlanta Hawks,40,42,43.4,91.8,0.472,13.5,37.7,0.358,18.0,23.2,0.775,44.5,29.6,9.7,5.1,118.2
2024-25,1610612738,Boston Celtics,61,21,41.6,90.0,0.462,17.8,48.2,0.368,15.3,19.1,0.799,45.3,26.1,7.2,5.5,116.3
2024-25,1610612751,Brooklyn Nets,26,56,37.6,86.1,0.437,13.6,39.4,0.344,16.3,20.7,0.787,41.3,25.2,7.8,4.3,105.1
2024-25,1610612766,Charlotte Hornets,19,63,38.3,89.1,0.43,13.0,38.3,0.339,15.5,19.8,0.783,45.2,24.3,7.4,4.5,105.1
2024-25,1610612741,Chicago Bulls,39,43,43.2,92.0,0.47,15.4,42.0,0.367,16.0,19.7,0.809,45.9,29.1,7.6,4.7,117.8
2024-25,1610612739,Cleveland Cavaliers,64,18,44.5,90.8,0.491,15.9,41.5,0.383,17.0,21.9,0.776,45.4,28.1,8.2,4.3,121.9
2024-25,1610612742,Dallas Mavericks,39,43,42.0,87.7,0.479,12.4,34.2,0.364,17.8,23.1,0.77,43.0,25.2,7.8,5.4,114.2
2024-25,1610612743,Denver Nuggets,50,32,45.4,89.8,0.506,12.0,31.9,0.376,17.9,23.3,0.77,45.7,31.0,8.0,4.9,120.8
2024-25,1610612765,Detroit Pistons,44,38,42.7,89.8,0.476,12.8,35.4,0.362,17.2,22.3,0.774,44.8,26.4,8.0,5.3,115.5
2024-25,1610612744,Golden State Warriors,48,34,40.8,90.4,0.451,15.4,42.4,0.364,16.9,22.1,0.764,45.4,29.1,9.4,4.8,113.8
2024-25,1610612745,Houston Rockets,52,30,42.5,93.4,0.455,12.7,35.8,0.353,16.7,22.6,0.738,48.5,23.3,8.4,5.0,114.3
2024-25,1610612754,Indiana Pacers,50,32,43.6,89.3,0.488,13.2,35.8,0.368,17.0,21.6,0.789,41.8,29.2,8.5,5.5,117.4
2024-25,1610612746,LA Clippers,50,32,41.6,86.3,0.482,12.5,33.4,0.373,17.3,21.7,0.797,43.8,25.2,9.4,4.5,112.9
2024-25,1610612747,Los Angeles Lakers,50,32,40.9,85.5,0.479,13.3,36.4,0.366,18.2,23.2,0.785,42.4,26.0,7.7,4.5,113.4
2024-25,1610612763,Memphis Grizzlies,48,34,44.8,93.3,0.479,13.9,37.9,0.367,18.3,23.3,0.786,47.3,28.4,8.9,5.6,121.7
2024-25,1610612748,Miami Heat,37,45,40.5,87.0,0.465,13.7,37.3,0.367,16.0,20.2,0.791,43.4,26.4,8.1,3.8,110.6
2024-25,1610612749,Milwaukee Bucks,48,34,42.0,86.4,0.486,14.2,36.6,0.387,17.3,23.1,0.75,43.4,25.5,7.3,4.7,115.5
2024-25,1610612750,Minnesota Timberwolves,49,33,41.0,87.6,0.468,15.0,39.9,0.377,17.2,21.8,0.789,44.3,26.1,8.0,5.0,114.3
2024-25,1610612740,New Orleans Pelicans,21,61,40.6,89.9,0.452,12.0,34.6,0.347,16.5,21.9,0.754,43.6,25.8,8.5,5.2,109.8
2024-25,1610612752,New York Knicks,51,31,43.3,89.2,0.486,12.6,34.1,0.369,16.5,20.7,0.8,42.6,27.5,8.2,4.0,115.8
2024-25,1610612760,Oklahoma City Thunder,68,14,44.6,92.7,0.482,14.5,38.8,0.374,16.7,20.4,0.819,44.8,26.9,10.3,5.7,120.5
2024-25,1610612753,Orlando Magic,41,41,38.2,85.8,0.445,11.2,35.3,0.318,17.9,23.0,0.775,41.8,23.0,8.9,6.0,105.4
2024-25,1610612755,Philadelphia 76ers,24,58,39.7,87.4,0.454,12.7,37.2,0.341,17.5,22.5,0.78,39.8,23.2,9.2,4.5,109.6
2024-25,1610612756,Phoenix Suns,36,46,41.2,86.3,0.478,14.3,38.0,0.378,16.8,20.8,0.81,42.5,27.8,7.2,4.8,113.6
2024-25,1610612757,Portland Trail Blazers,36,46,40.5,90.2,0.45,12.9,37.7,0.342,16.9,22.2,0.762,44.8,23.8,8.3,5.3,110.9
2024-25,1610612758,Sacramento Kings,40,42,43.0,90.1,0.478,12.6,35.2,0.357,17.1,21.2,0.806,44.2,26.5,7.6,4.4,115.7
2024-25,1610612759,San Antonio Spurs,34,48,41.8,89.8,0.465,14.1,39.6,0.357,16.2,21.0,0.774,43.7,28.6,8.2,5.5,113.9
2024-25,1610612761,Toronto Raptors,30,52,41.6,91.0,0.458,11.8,34.0,0.348,15.8,21.1,0.748,45.1,28.5,8.1,4.2,110.9
2024-25,1610612762,Utah Jazz,17,65,40.3,88.7,0.454,14.0,39.8,0.35,17.3,22.4,0.774,45.4,25.5,6.8,4.4,111.9
2024-25,1610612764,Washington Wizards,18,64,39.4,89.9,0.439,13.1,39.1,0.335,16.0,20.6,0.778,43.7,25.1,7.6,5.1,108.0
